697	CLO_0001008	CL_0000817	UBERON_0002371	BTO_0001969	CL
CLL1993	-	CL_0000542	UBERON_0000178	-	CL
CLL2040	-	CL_0000542	UBERON_0000178	-	CL
CLL2062	-	CL_0000542	UBERON_0000178	-	CL
CLL2070	-	CL_0000542	UBERON_0000178	-	CL
CLL702	-	CL_0000542	UBERON_0000178	-	CL
Clontech Human Universal Reference Total RNA pool1	-	-	-	-	-
CLP	-	CL_0000051	UBERON_0002371	BTO_0004731	CT
CLP_1_healthy	-	CL_0000051	UBERON_0002371	BTO_0004731	CT
CLP_2_healthy	-	CL_0000051	UBERON_0002371	BTO_0004731	CT
CLP_frozen_BM0828	-	CL_0000051	UBERON_0002371	BTO_0004731	CT
Club_A	-	CL_0000158	UBERON_0002048	-	CT
CluB_A	-	CL_0000158	UBERON_0002048	-	CT
Club_B	-	CL_0000158	UBERON_0002048	-	CT
CluB_B	-	CL_0000158	UBERON_0002048	-	CT
Club_C	-	CL_0000158	UBERON_0002048	-	CT
CluB_C	-	CL_0000158	UBERON_0002048	-	CT
Club_D	-	CL_0000158	UBERON_0002048	-	CT
CluB_D	-	CL_0000158	UBERON_0002048	-	CT
Club_E	-	CL_0000158	UBERON_0002048	-	CT
CluB_E	-	CL_0000158	UBERON_0002048	-	CT
Club_F	-	CL_0000158	UBERON_0002048	-	CT
CluB_F	-	CL_0000158	UBERON_0002048	-	CT
Club_H	-	CL_0000158	UBERON_0002048	-	CT
CluB_H	-	CL_0000158	UBERON_0002048	-	CT
Club-A	-	CL_0000158	UBERON_0002048	-	CT
Club-B	-	CL_0000158	UBERON_0002048	-	CT
Club-C	-	CL_0000158	UBERON_0002048	-	CT
Club-D	-	CL_0000158	UBERON_0002048	-	CT
Club-E	-	CL_0000158	UBERON_0002048	-	CT
Club-F	-	CL_0000158	UBERON_0002048	-	CT
Club-H	-	CL_0000158	UBERON_0002048	-	CT
CM CD4+ ab T (VB)	-	CL_0000624	UBERON_0000178	-	CT
CM_CD4_ab_T_VB	-	CL_0000624	UBERON_0000178	-	CT
CMK	CLO_0002526	CL_0000763	UBERON_0002371	BTO_0000978	CL
CMK_acute_megakaryoblastic_leukemia	CLO_0002526	CL_0000763	UBERON_0002371	BTO_0000978	CL
CMP CD4+_1	-	CL_0000084	UBERON_0000178	-	CT
CMP CD4+_2	-	CL_0000084	UBERON_0000178	-	CT
CMP CD4+_3	-	CL_0000084	UBERON_0000178	-	CT
CMP_BMP	-	CL_0000049	UBERON_0002371	BTO_0004730	CT
CMP_CD4_1	-	CL_0000084	UBERON_0000178	-	CT
CMP_CD4_2	-	CL_0000084	UBERON_0000178	-	CT
CMP_CD4_3	-	CL_0000084	UBERON_0000178	-	CT
CMP_frozen_BM0828	-	CL_0000049	UBERON_0002371	BTO_0004730	CT
CMP_Frozen_BM1077	-	CL_0000049	UBERON_0002371	BTO_0004730	CT
CMP_HYC_BM1077	-	CL_0000049	UBERON_0002371	BTO_0004730	CT
CMP_LMPP_2_healthy	-	CL_0000049	UBERON_0002371	BTO_0004730	CT
CMP_LMPP_3_healthy	-	CL_0000049	UBERON_0002371	BTO_0004730	CT
CMP_LMPP_4_healthy	-	CL_0000049	UBERON_0002371	BTO_0004730	CT
CMP_LS_BM1137	-	CL_0000049	UBERON_0002371	BTO_0004730	CT
CMP_LS_BM1214	-	CL_0000049	UBERON_0002371	BTO_0004730	CT
CMP-CD34	-	CL_0001059	UBERON_0002371	-	CT
CNCC	-	CL_0011012	UBERON_0003099	-	CT
COBL-a	-	CL_0000988	UBERON_0002331	-	CL
COG-N-415	-	CL_0000031	UBERON_0001016	-	CL
cold shocked K562	CLO_0007059	CL_0000763	UBERON_0002371	BTO_0000664	CL
COLO 679	CLO_0002551	CL_2000000	UBERON_0001003	-	CL
COLO 829	CLO_0002563	CL_0002620	UBERON_0001003	-	CL
Colo205	CLO_0002544	CL_0011108	UBERON_0001155	BTO_0000179	CL
COLO205	CLO_0002544	CL_0011108	UBERON_0001155	BTO_0000179	CL
COLO-205	CLO_0002544	CL_0011108	UBERON_0001155	BTO_0000179	CL
Colo320	CLO_0002571	CL_0011108	UBERON_0001155	BTO_0002047	CL
COLO-320	CLO_0002571	CL_0011108	UBERON_0001155	BTO_0002047	CL
COLO-320_colon_adenocarcinoma	CLO_0002571	CL_0011108	UBERON_0001155	BTO_0002047	CL
COLO320-DM_DMSO	CLO_0002571	CL_0011108	UBERON_0001155	BTO_0002047	CL
COLO320HSR_DMSO	CLO_0002571	CL_0011108	UBERON_0001155	BTO_0002047	CL
COLO679	CLO_0002551	CL_2000000	UBERON_0001003	-	CL
Colo741	CLO_0002558	CL_2000000	UBERON_0001003	-	CL
COLO-741	CLO_0002558	CL_2000000	UBERON_0001003	-	CL
COLO-800	CLO_0037121	CL_2000000	UBERON_0001003	-	CL
COLO800_human_melanoma_cells	CLO_0037121	CL_2000000	UBERON_0001003	-	CL
Colo829	CLO_0002563	CL_0002620	UBERON_0001003	-	CL
COLO-829	CLO_0002563	CL_0002620	UBERON_0001003	-	CL
COLO-829_melanoma	CLO_0002563	CL_0002620	UBERON_0001003	-	CL
colon	-	CL_0011108	UBERON_0001155	BTO_0000269	A
colon adult donor1	-	CL_0011108	UBERON_0001155	BTO_0000269	A
colon adult pool1	-	CL_0011108	UBERON_0001155	BTO_0000269	A
colon carcinoma cell line:CACO-2	CLO_0002172	CL_0011108	UBERON_0001155	BTO_0000195	CL
colon carcinoma cell line:COLO-320	CLO_0002571	CL_0011108	UBERON_0001155	BTO_0002047	CL
Colon Crypt 1	-	CL_0011108	UBERON_0013485	-	A
Colon Crypt 2	-	CL_0011108	UBERON_0013485	-	A
Colon Crypt 3	-	CL_0011108	UBERON_0013485	-	A
Colon Crypt Cell	-	CL_0011108	UBERON_0013485	-	CT
colon fetal donor1	-	CL_0011108	UBERON_0001155	BTO_0000269	A
Colon smooth muscle	-	CL_1000280	UBERON_0004220	-	A
Colon Smooth Muscle	-	CL_1000280	UBERON_0004220	-	A
Colon_Crypt_1	-	CL_0011108	UBERON_0013485	-	A
Colon_Crypt_2	-	CL_0011108	UBERON_0013485	-	A
Colon_Crypt_3	-	CL_0011108	UBERON_0013485	-	A
Colon_Sigmoid	-	CL_0011108	UBERON_0001159	BTO_0000645	A
Colon_Smooth_Muscle	-	CL_1000280	UBERON_0004220	-	A
Colon_Transverse	-	-	UBERON_0001157	BTO_0000272	A
Colonic mucosa	-	CL_0011108	UBERON_0000317	-	A
Colonic Mucosa	-	CL_0011108	UBERON_0000317	-	A
Colonic_Mucosa	-	CL_0011108	UBERON_0000317	-	A
Colorectal Cancer	-	CL_0011108	UBERON_0012652	BTO_0001615	CT
colorectal-cancer	-	CL_0011108	UBERON_0012652	BTO_0001615	CT
cord blood derived cell line:COBL-a 24h infection	-	CL_0000988	UBERON_0002331	-	CL
cord blood derived cell line:COBL-a 24h infection(-C)	-	CL_0000988	UBERON_0002331	-	CL
cord blood derived cell line:COBL-a untreated	-	CL_0000988	UBERON_0002331	-	CL
cord_blood_CD34_cells	-	CL_0000037	UBERON_0002331	BTO_0000725	CT
COR-L311	CLO_0002591	CL_0000082	UBERON_0002048	-	CT
Corneal Epithelial Cells donor1	-	CL_0000575	UBERON_0000964	BTO_0004298	CT
Corneal Epithelial Cells donor3	-	CL_0000575	UBERON_0000964	BTO_0004298	CT
corneal_epithelium	-	CL_0000575	UBERON_0001772	BTO_0000287	A
coronary_artery	-	-	UBERON_0001621	BTO_0000290	A
coronary-artery	-	-	UBERON_0001621	BTO_0000290	A
corpus callosum adult pool1	-	CL_0002319	UBERON_0002336	BTO_0000615	A
Cortex derived neurospheres	-	CL_0000047	UBERON_0001016	BTO_0002881	CT
Cortex derived primary cultured neurospheres	-	CL_0000047	UBERON_0001016	BTO_0002881	CT
CortexDLPFC	-	CL_0002319	UBERON_0009834	-	A
cortical-interneuron	-	CL_0008031	UBERON_0001016	-	CT
COS-7	-	-	-	-	-
cpa	-	-	-	-	-
cranial nerve	-	CL_0002319	UBERON_0001785	BTO_0001104	A
cranial_neural_crest_cells	-	CL_0011012	UBERON_0003099	-	CT
Crc Cell	-	CL_0011108	UBERON_0012652	BTO_0001615	CT
CRC_17A	-	CL_0011108	UBERON_0001155	-	CL
CRC_23A	-	CL_0011108	UBERON_0001155	-	CL
CRC_6A	-	CL_0011108	UBERON_0001155	-	CL
CRC_7A	-	CL_0011108	UBERON_0001155	-	CL
CRC_basophil	-	CL_0000767	UBERON_0000178	BTO_0000129	CT
CRC_epithelial	-	CL_0000066	UBERON_0000483	BTO_0000414	CT
CRC_myeloid_1	-	CL_0000763	UBERON_0000178	BTO_0000906	CT
CRC_myeloid_2	-	CL_0000763	UBERON_0000178	BTO_0000906	CT
CRC107_colorectal_cancer_metastatic_stem_cells	-	CL_0000034	UBERON_0001155	-	CL
CRC121_colorectal_cancer_metastatic_stem_cells	-	CL_0000034	UBERON_0001155	-	CL
CRL-7250	-	CL_0000057	UBERON_0002384	-	CL
Crypt1	-	CL_0011108	UBERON_0013485	-	A
Crypt2	-	CL_0011108	UBERON_0013485	-	A
Crypt3	-	CL_0011108	UBERON_0013485	-	A
Crypt5	-	CL_0011108	UBERON_0013485	-	A
CS1AN_Cockayne_syndrome	CLO_0028821	CL_0002620	UBERON_0002097	-	CL
CTB-1	CLO_0050077	CL_0000236	UBERON_0000178	-	CL
CTR	-	-	UBERON_0001134	-	-
CTR shCtrl	-	-	UBERON_0001134	-	-
CTV-1	CLO_0002638	CL_0000084	UBERON_0000178	-	CL
CUTLL1	-	CL_0000084	UBERON_0000178	-	CL
CUTLL1_dimer-mutant	-	CL_0000084	UBERON_0000178	-	CL
CUTLL1_GSI	-	CL_0000084	UBERON_0000178	-	CL
CUTLL1_GSI_wash	-	CL_0000084	UBERON_0000178	-	CL
CUTLL1_T-cell_lymphoblastic_lymphoma_1	-	CL_0000084	UBERON_0000178	-	CL
CUTLL1_wild-type	-	CL_0000084	UBERON_0000178	-	CL
CV-1	-	-	-	-	-
CWR22_prostate_carcinoma	CLO_0001200	CL_0002231	UBERON_0002367	BTO_0002999	CL
CWR22Rv1	CLO_0001200	CL_0002231	UBERON_0002367	BTO_0002999	CL
CyT49	-	CL_0002322	UBERON_0000922	-	CL
CyT49_ES_D0	-	CL_0002322	UBERON_0000922	-	CL
CyT49_ES_D10	-	CL_0002322	UBERON_0000922	-	CL
CyT49_ES_D2	-	CL_0002322	UBERON_0000922	-	CL
CyT49_ES_D5	-	CL_0002322	UBERON_0000922	-	CL
CyT49_ES_D7	-	CL_0002322	UBERON_0000922	-	CL
CyT49_GTtoH	-	CL_0002322	UBERON_0000922	-	CL
CyT49_HE	-	CL_0002322	UBERON_0000922	-	CL
CyT49-derived_endodermal_cells	-	CL_0002322	UBERON_0000922	-	CL
CytoTrophob_3	-	CL_0000034	UBERON_0000319	BTO_0000322	A
Cytotrophoblast	-	CL_0000034	UBERON_0000319	BTO_0000322	A
cytotrophoblast	-	CL_0000034	UBERON_0000319	BTO_0000322	A
D283 Med	CLO_0002673	CL_0002319	UBERON_0002037	BTO_0005135	CL
D283_1	CLO_0002673	CL_0002319	UBERON_0002037	BTO_0005135	CL
D283_2	CLO_0002673	CL_0002319	UBERON_0002037	BTO_0005135	CL
D283_3	CLO_0002673	CL_0002319	UBERON_0002037	BTO_0005135	CL
D283_4	CLO_0002673	CL_0002319	UBERON_0002037	BTO_0005135	CL
D283_Med_medulloblastoma	CLO_0002673	CL_0002319	UBERON_0002037	BTO_0005135	CL
D341_1	CLO_0002677	CL_0002319	UBERON_0002037	-	CL
D341_10	CLO_0002677	CL_0002319	UBERON_0002037	-	CL
D341_11	CLO_0002677	CL_0002319	UBERON_0002037	-	CL
D341_2	CLO_0002677	CL_0002319	UBERON_0002037	-	CL
D341_3	CLO_0002677	CL_0002319	UBERON_0002037	-	CL
D341_4	CLO_0002677	CL_0002319	UBERON_0002037	-	CL
D341_5	CLO_0002677	CL_0002319	UBERON_0002037	-	CL
D341_6	CLO_0002677	CL_0002319	UBERON_0002037	-	CL
D341_7	CLO_0002677	CL_0002319	UBERON_0002037	-	CL
D341_8	CLO_0002677	CL_0002319	UBERON_0002037	-	CL
D341_9	CLO_0002677	CL_0002319	UBERON_0002037	-	CL
D341_Med_medulloblastoma	CLO_0002677	CL_0002319	UBERON_0002037	-	CL
D341-Med	CLO_0002677	CL_0002319	UBERON_0002037	-	CL
D407	-	CL_0002586	UBERON_0007625	BTO_0004595	CL
D54	-	-	-	-	-
D54_H54_Human_glioblastoma	-	CL_0000125	UBERON_0000955	BTO_0005364	CL
D98-AH2	CLO_0002683	CL_0002535	UBERON_0000002	-	CL
DAOY	CLO_0002699	CL_0002319	UBERON_0002037	BTO_0004328	CL
DAOY_medulloblastoma	CLO_0002699	CL_0002319	UBERON_0002037	BTO_0004328	CL
DAUDI	CLO_0002708	CL_0000236	UBERON_0000178	BTO_0001561	CL
Daudi	CLO_0002708	CL_0000236	UBERON_0000178	BTO_0001561	CL
David_TC32	-	-	UBERON_0002204	BTO_0004227	CL
David_TC71	CLO_0009879	CL_0001035	UBERON_0002481	BTO_0002604	CL
Day6 Plasmablast CD23- memory B cell	-	CL_0000980	UBERON_0002405	-	CT
Day6 Plasmablast CD23- memory B cell_G9A-Inhibited	-	CL_0000980	UBERON_0002405	-	CT
db	CLO_0002709	CL_0017006	UBERON_0000178	-	CL
DBTRG	CLO_0002723	CL_0000125	UBERON_0000955	-	CL
DC	-	CL_0000451	UBERON_0002405	BTO_0002042	CT
DDLPS_T1	-	CL_0000136	UBERON_0001013	-	CT
DDLPS_T2	-	CL_0000136	UBERON_0001013	-	CT
DE	-	CL_0000034	UBERON_0000922	-	-
definitive_endoderm_from_HUES8	-	CL_0000223	-	-	-
definitive_endodermdEN_ES_derived	-	CL_0000223	-	-	-
delta-47	-	CL_0000786	UBERON_0002405	-	CL
Delta47_plasma_cell_myeloma	-	CL_0000786	UBERON_0000178	-	CL
Denditric_cell	-	CL_0000451	UBERON_0002405	BTO_0002042	CT
dendrite	-	CL_0000451	UBERON_0002405	BTO_0002042	CT
Dendritic Cells - monocyte immature derived donor1 tech_rep1	-	CL_0000451	UBERON_0002405	BTO_0002042	CT
Dendritic Cells - monocyte immature derived donor1 tech_rep2	-	CL_0000451	UBERON_0002405	BTO_0002042	CT
Dendritic Cells - monocyte immature derived donor3	-	CL_0000451	UBERON_0002405	BTO_0002042	CT
Dendritic Cells - plasmacytoid donor1	-	CL_0000451	UBERON_0002405	BTO_0002042	CT
Dendritic_Cells-CD34	-	CL_0000451	UBERON_0002405	BTO_0002042	CT
dermal	-	-	UBERON_0002067	-	A
dermal fibroblast	-	CL_0002551	UBERON_0002067	BTO_0004419	CT
Dermal fibroblast	-	CL_0002551	UBERON_0002067	BTO_0004419	CT
Dermal foreskin fibroblast	-	CL_1001608	UBERON_0001471	-	CT
dermal_fibroblast	-	CL_0002551	UBERON_0002067	BTO_0004419	CT
dermal_fibroblasts	-	CL_0002551	UBERON_0002067	BTO_0004419	CT
dermal-fibroblast	-	CL_0002551	UBERON_0002067	BTO_0004419	CT
Detroit 562	CLO_0002752	CL_0002251	UBERON_0006562	-	CL
Detroit 562_LPS	CLO_0002752	CL_0002251	UBERON_0006562	-	CL
Detroit 562-Control	CLO_0002752	CL_0002251	UBERON_0006562	-	CL
Detroit_562_Pharyngeal_squamous_cell_carcinoma	CLO_0002752	CL_0002251	UBERON_0006562	-	CL
Detroit562	CLO_0002752	CL_0002251	UBERON_0006562	-	CL
Detroit-562	CLO_0002752	CL_0002251	UBERON_0006562	-	CL
DGC	-	CL_0000125	UBERON_0000955	-	CL
DHL-4	CLO_0037061	CL_0000236	UBERON_0000178	BTO_0006462	CL
DHL6	CLO_0037063	CL_0000236	UBERON_0000178	-	CL
DHL-9	-	CL_0000236	UBERON_0000178	BTO_0001617	CL
DI28	-	-	UBERON_0000955	-	CL
diaphragm fetal donor1	-	CL_0000187	UBERON_0001103	BTO_0000341	A
diencephalon adult	-	CL_0002319	UBERON_0001894	BTO_0000342	A
Differentiated AT1-like cells	-	CL_0000082	UBERON_0002048	-	CT
differentiated hESCs Early LSD1 inhibition PP2	-	CL_0002351	UBERON_0001264	-	CT
differentiated hESCs Early pancreatic progenitor cells	-	CL_0002351	UBERON_0001264	-	CT
differentiated hESCs Late pancreatic progenitor cells	-	CL_0002351	UBERON_0001264	-	CT
diffuse large B-cell lymphoma cell line:CTB-1	CLO_0050077	CL_0000236	UBERON_0000178	-	CL
DIPG007	-	CL_0000125	UBERON_0000955	-	CL
DIPGIV	-	CL_0000125	UBERON_0000955	-	CT
DJM-1	CLO_0050680	CL_0002190	UBERON_0001003	-	CL
dk	-	-	-	-	-
DKO	-	CL_0011108	UBERON_0001155	-	CL
DKO1	-	CL_0011108	UBERON_0001155	-	CL
DLBCL	-	CL_0000236	UBERON_0000178	BTO_0002521	CT
DLBCL Cells	-	CL_0000236	UBERON_0000178	BTO_0002521	CT
DLD	CLO_0002785	CL_0011108	UBERON_0001155	BTO_0000391	CL
DLD1	CLO_0002785	CL_0011108	UBERON_0001155	BTO_0000391	CL
DLD-1	CLO_0002785	CL_0011108	UBERON_0001155	BTO_0000391	CL
DLD-1_colon_adenocarcinoma	CLO_0002785	CL_0011108	UBERON_0001155	BTO_0000391	CL
DLD1_WT	CLO_0002785	CL_0011108	UBERON_0001155	BTO_0000391	CL
DMS 144	-	CL_0000082	UBERON_0002048	-	CL
DMS114	-	CL_0000082	UBERON_0002048	-	CL
DMS79	CLO_0002800	CL_0000082	UBERON_0002048	-	CL
DN_T	-	CL_0002489	UBERON_0002370	-	CT
DND_41	CLO_0009834	CL_0000084	UBERON_0000178	-	CL
DND41	CLO_0009834	CL_0000084	UBERON_0000178	-	CL
Dnd41	CLO_0009834	CL_0000084	UBERON_0000178	-	CL
DND-41	CLO_0009834	CL_0000084	UBERON_0000178	-	CL
Dnd41 T cell leukaemia	CLO_0009834	CL_0000084	UBERON_0000178	-	CL
Dnd41 TCell Leukemia Cell Line	CLO_0009834	CL_0000084	UBERON_0000178	-	CL
DND41_acute_lymphoblastic_leukemia	CLO_0009834	CL_0000084	UBERON_0000178	-	CL
Dnd41_TCell_Leukemia	CLO_0009834	CL_0000084	UBERON_0000178	-	CL
DN-Early_G1	-	-	UBERON_0000922	-	CL
DOHH2	CLO_0002805	CL_0000236	UBERON_0010754	-	CL
DOHH2_diffuse_large_B-cell_lymphoma	CLO_0002805	CL_0000236	UBERON_0010754	-	CL
Dombi23_primary_keratinocytes	-	CL_0000312	UBERON_0001003	-	CL
dopaminergic-neuron	-	CL_0000700	UBERON_0001016	BTO_0004032	CT
dorsal root ganglion	-	CL_0002319	UBERON_0000044	-	A
dorsolateral-prefrontal-cortex	-	CL_0002319	UBERON_0009834	-	A
DS-1	CLO_0002821	CL_0000236	UBERON_0000178	-	CL
DU145	CLO_0002840	CL_0002231	UBERON_0002367	BTO_0001332	CL
du145	CLO_0002840	CL_0002231	UBERON_0002367	BTO_0001332	CL
DU-145	CLO_0002840	CL_0002231	UBERON_0002367	BTO_0001332	CL
DU145_prostate_carcinoma	CLO_0002840	CL_0002231	UBERON_0002367	BTO_0001332	CL
DU145_prostate_carcinoma_ARG56W	CLO_0002840	CL_0002231	UBERON_0002367	BTO_0001332	CL
DU145_prostate_carcinoma_ARQ6540X	CLO_0002840	CL_0002231	UBERON_0002367	BTO_0001332	CL
DU145_prostate_carcinoma_FOXA1_ARC562S	CLO_0002840	CL_0002231	UBERON_0002367	BTO_0001332	CL
DU145_prostate_carcinoma_FOXA1_ARQ6540X	CLO_0002840	CL_0002231	UBERON_0002367	BTO_0001332	CL
DU145_prostate_carcinoma_FOXA1_HIGH	CLO_0002840	CL_0002231	UBERON_0002367	BTO_0001332	CL
DU4475	CLO_0002842	CL_0002327	UBERON_0000310	-	CL
DU528	-	CL_0000084	UBERON_0000178	-	CL
DU-528	-	CL_0000084	UBERON_0000178	-	CL
DU-528_childhood_T_acute_lymphoblastic_leukemia	-	CL_0000084	UBERON_0000178	-	CL
DUCAP	-	CL_0002231	UBERON_0002367	-	CL
DUCaP_prostate_carcinoma	-	CL_0002231	UBERON_0002367	-	CL
Ductal carcino in situ MCFDCIS cells_WT	-	CL_0002327	UBERON_0000310	-	CL
Ductal carcino in situ MCFDCIS-D4-1 cells_WT	-	CL_0002327	UBERON_0000310	-	CL
ductal cell carcinoma cell line:KLM-1	CLO_0050104	CL_0002079	UBERON_0001264	-	CL
ductal cell carcinoma cell line:MIA Paca2	CLO_0007726	CL_0002079	UBERON_0001264	BTO_0002137	CL
Ductal_pancreas	-	CL_0002079	UBERON_0001264	-	CT
ductus deferens adult	-	CL_0000068	UBERON_0001000	BTO_0001427	A
duodenal_cells	-	CL_0002254	UBERON_0002114	-	CT
duodenum fetal donor1 tech_rep1	-	CL_0002254	UBERON_0002114	BTO_0000365	A
duodenum fetal donor1 tech_rep2	-	CL_0002254	UBERON_0002114	BTO_0000365	A
Duodenum mucosa	-	CL_1001589	UBERON_0000320	BTO_0000367	A
Duodenum Mucosa	-	CL_1001589	UBERON_0000320	BTO_0000367	A
Duodenum Smooth Muscle	-	CL_1000276	UBERON_0012488	-	A
Duodenum smooth muscle	-	CL_1000276	UBERON_0012488	-	A
Duodenum_Mucosa	-	CL_1001589	UBERON_0000320	BTO_0000367	A
Duodenum_Smooth_Muscle	-	CL_1000276	UBERON_0012488	-	A
dura mater adult donor1	-	-	UBERON_0002363	BTO_0001637	A
E1_FA	-	-	UBERON_0001295	-	CL
E11.5 Heart	-	CL_0002494	UBERON_0000948	-	A
E14_retina	-	CL_0009004	UBERON_0000966	-	CT
E16_retina	-	CL_0009004	UBERON_0000966	-	CT
E18_retina	-	CL_0009004	UBERON_0000966	-	CT
E23_retina	-	CL_0009004	UBERON_0000966	-	CT
ear	-	-	UBERON_0001690	-	A
EB (CB)	-	CL_0002248	UBERON_0000922	BTO_0001718	A
EB_CB	-	CL_0002248	UBERON_0000922	BTO_0001718	A
EBC-1	CLO_0050039	CL_0000076	UBERON_0002048	-	CL
ECC-1	CLO_0037231	CL_0002149	UBERON_0001295	BTO_0005365	CL
ECC-1_endometrial_adenocarcinoma	CLO_0037231	CL_0002149	UBERON_0001295	BTO_0005365	CL
ECC10	CLO_0050796	CL_0002178	UBERON_0000945	-	CL
ECC12	CLO_0050807	CL_0002178	UBERON_0000945	-	CL
ECC4	CLO_0051398	CL_0002253	UBERON_0001052	-	CL
ECFC	-	CL_0009090	UBERON_0000178	-	CT
ECFC_TSA	-	CL_0009090	UBERON_0000178	-	CT
EC-GI-10	CLO_0051378	CL_0000076	UBERON_0001043	BTO_0002861	CL
EDOMIPS2	-	CL_1001608	UBERON_0001332	-	CL
EEB	CLO_0051023	CL_0000764	UBERON_0000178	-	CL
EEC16	-	CL_0000066	UBERON_0000992	-	CL
effector memory CD4+ alpha-beta T cell	-	CL_0000905	UBERON_0002405	-	CT
Effector_CD8_T_BCC	-	CL_0001050	UBERON_0002405	-	CT
Effector_Memory_CD8_T	-	CL_0000909	UBERON_0002405	-	CT
EiPSC	-	CL_0002248	-	-	-
ELF3_AGBL2_pos_heart	-	-	UBERON_0000948	-	CT
EM CD4+ ab T (PB)	-	CL_0000624	UBERON_0000178	-	CT
EM CD8+ ab T (VB)	-	CL_0000625	UBERON_0000178	-	CT
EM_CD4_ab_T_PB	-	CL_0000624	UBERON_0000178	-	CT
EM_CD8_ab_T_VB	-	CL_0000625	UBERON_0000178	-	CT
EM-3	CLO_0002923	CL_0000763	UBERON_0000178	BTO_0005905	CL
Embryonic Blood Cells	-	CL_0000988	UBERON_0000178	-	CT
embryonic heart_CS22	-	-	UBERON_0000948	-	A
embryonic kidney cell line: HEK293/SLAM infection 24hr	CLO_0001230	CL_0002518	UBERON_0002113	BTO_0000007	CL
embryonic kidney cell line: HEK293/SLAM untreated	CLO_0001230	CL_0002518	UBERON_0002113	BTO_0000007	CL
embryonic pancreas cell line:1B2C6	CLO_0050258	CL_0000083	UBERON_0001264	-	CL
embryonic pancreas cell line:1C3D3	CLO_0050259	CL_0000083	UBERON_0001264	-	CL
embryonic pancreas cell line:1C3IKEI	CLO_0050257	CL_0000083	UBERON_0001264	-	CL
embryonic pancreas cell line:2C6	CLO_0050256	CL_0000083	UBERON_0001264	-	CL
Embryonic Stem Cell	-	CL_0002322	UBERON_0000922	BTO_0001086	CT
embryonic_kidney	-	CL_1000497	UBERON_0000922	BTO_0002733	A
embryonic_stem_cell-_derived_mid_radial_glial_neural_progenitors	-	CL_0011020	-	-	CT
embryonic_stem_cell-derived_neural_progenitors	-	CL_0011020	-	-	CT
embryonic_stem_cells	-	CL_0002322	UBERON_0000922	BTO_0001086	CT
embryonic-kidney	-	CL_1000497	UBERON_0000922	BTO_0002733	A
Embryonic-stem-cells_Naive	-	CL_0002322	UBERON_0000922	BTO_0001086	CT
Embryonic-stem-cells_Primed	-	CL_0002322	UBERON_0000922	BTO_0001086	CT
EN-1078D	-	CL_0002149	UBERON_0001295	-	CL
Endocardial_cell_heart	-	CL_0002350	UBERON_0002165	-	CT
EndoC-betaH2	-	CL_0000169	UBERON_0001264	-	CL
EndoC-betaH2_immortalized_pancreatic_beta_cells	-	CL_0000169	UBERON_0001264	-	CL
EndoC-BH1	-	CL_0000169	UBERON_0001264	-	CL
EndoC-BH1_human_pancreatic_beta_cell_line	-	CL_0000169	UBERON_0001264	-	CL
EndoC-BH1_SE	-	CL_0000169	UBERON_0001264	-	CL
endoderm	-	CL_0000223	UBERON_0000925	BTO_0000800	A
endodermal	-	CL_0000223	UBERON_0000925	-	CT
endodermal-cell	-	CL_0000223	UBERON_0000925	-	CT
endometrial carcinoma cell line:OMC-2	CLO_0050887	CL_0002149	UBERON_0001295	-	CL
Endometrial Carcinoma Cell Lines Ishikawa	CLO_0037163	CL_0002149	UBERON_0001295	BTO_0003041	CL
endometrial epithelial cells ARID1A KO	-	CL_0009084	UBERON_0001295	-	CT
endometrial epithelial cells ARID1A WT	-	CL_0009084	UBERON_0001295	-	CT
endometrial stromal sarcoma cell line:OMC-9	CLO_0050888	CL_0002255	UBERON_0001295	-	CL
Endometrial_stromal_cell	-	CL_0002255	UBERON_0001295	BTO_0003697	CT
endometrial_stromal_cells	-	CL_0002255	UBERON_0001295	BTO_0003697	CT
endometrial-epithelial-cells	-	CL_0009084	UBERON_0001295	-	CT
endometrial-stromal-cell	-	CL_0002255	UBERON_0001295	BTO_0003697	CT
endometrioid adenocarcinoma cell line:JHUEM-1	CLO_0050873	CL_0002656	UBERON_0001295	-	CL
endometrioid_adenocarcinoma	-	CL_0002149	UBERON_0001295	BTO_0000658	CT
endometrioid_adenocarcinoma_TumorA	-	CL_0002149	UBERON_0001295	BTO_0000658	CT
endometrioid-adenocarcinoma	-	CL_0002149	UBERON_0001295	BTO_0000658	CT
endometrium	-	CL_0002149	UBERON_0001295	BTO_0001422	A
endometrium cancer_DSG	-	CL_0002149	UBERON_0001295	-	CT
endothelial	-	CL_0000115	UBERON_0001986	BTO_0001176	CT
Endothelial cells	-	CL_0000115	UBERON_0001986	BTO_0001176	CT
Endothelial Cells - Aortic donor0	-	CL_0002544	UBERON_0000947	BTO_0003245	CT
Endothelial Cells - Aortic donor1	-	CL_0002544	UBERON_0000947	BTO_0003245	CT
Endothelial Cells - Aortic donor2	-	CL_0002544	UBERON_0000947	BTO_0003245	CT
Endothelial Cells - Aortic donor3	-	CL_0002544	UBERON_0000947	BTO_0003245	CT
Endothelial Cells - Artery donor1	-	CL_1000413	UBERON_0001637	-	CT
Endothelial Cells - Artery donor2	-	CL_1000413	UBERON_0001637	-	CT
Endothelial Cells - Artery donor3	-	CL_1000413	UBERON_0001637	-	CT
